,News,News tok,True label,Pred label
51,agenparl – washington sab novembre . The Department of Justice announced today that the U.S. District Court for the Eastern District of New York entered an injunction against Foo Yuan Food Products Company Inc. Foo Yuan of Long Island City New York its owner and president Hsing Chuang and its secretary Susan Chuang....Original Source: agenparl,"[['agenparl', 'washington', 'sab', 'novembre'], ['The', 'Department', 'Justice', 'announced', 'today', 'that', 'the', 'U.S.', 'District', 'Court', 'for', 'the', 'Eastern', 'District', 'New', 'York', 'entered', 'injunction', 'against', 'Foo', 'Yuan', 'Food', 'Products', 'Company', 'Inc.', 'Foo', 'Yuan', 'Long', 'Island', 'City', 'New', 'York', 'its', 'owner', 'and', 'president', 'Hsing', 'Chuang', 'and', 'its', 'secretary', 'Susan', 'Chuang....Original', 'Source:', 'agenparl']]",1,0
52,India needs to fight on all fronts for a Nutrition Revolution to succeed through focus on the first days of the child from the womb to the first two years combating rampant anaemia among women and children focus on bio fortification of crops and most importantly setting up a separate Ministry of Food Security and Nutrition....Original Source: thefinancialexpress,"[['India', 'needs', 'fight', 'all', 'fronts', 'for', 'Nutrition', 'Revolution', 'succeed', 'through', 'focus', 'the', 'first', 'days', 'the', 'child', 'from', 'the', 'womb', 'the', 'first', 'two', 'years', 'combating', 'rampant', 'anaemia', 'among', 'women', 'and', 'children', 'focus', 'bio', 'fortification', 'crops', 'and', 'most', 'importantly', 'setting', 'separate', 'Ministry', 'Food', 'Security', 'and', 'Nutrition....Original', 'Source:', 'thefinancialexpress']]",1,0
53,Prime Minister Imran Khan on Tuesday ordered a countrywide crackdown on hoarders of wheat on an urgent basis to ensure availability of the commodity at affordable rates. Chairing a meeting on ensuring adequate supply of wheat and flour across the country at controlled rates the prime minister.......Original Source: app en,"[['Prime', 'Minister', 'Imran', 'Khan', 'Tuesday', 'ordered', 'countrywide', 'crackdown', 'hoarders', 'wheat', 'urgent', 'basis', 'ensure', 'availability', 'the', 'commodity', 'affordable', 'rates.'], ['Chairing', 'meeting', 'ensuring', 'adequate', 'supply', 'wheat', 'and', 'flour', 'across', 'the', 'country', 'controlled', 'rates', 'the', 'prime', 'minister.......Original', 'Source:', 'app']]",1,0
54,Faculty members from different universities of the country expressed grave concern about ‘threats’ against Dhaka University DU researcher ABM Faroque. In a press statement on Monday university teachers condemned the behavior and offensive speech of different groups against the recent research.......Original Source: dhakatribune,"[['Faculty', 'members', 'from', 'different', 'universities', 'the', 'country', 'expressed', 'grave', 'concern', 'about', '‘threats’', 'against', 'Dhaka', 'University', 'researcher', 'ABM', 'Faroque.'], ['press', 'statement', 'Monday', 'university', 'teachers', 'condemned', 'the', 'behavior', 'and', 'offensive', 'speech', 'different', 'groups', 'against', 'the', 'recent', 'research.......Original', 'Source:', 'dhakatribune']]",1,0
55,"DUBLIN Aug. /PRNewswire/ The ""Dairy Ingredients and Dairy Alternatives Market Outlook"" report has been added to ResearchAndMarkets.com's offering. data tables and additional tables; An overview of the global market for dairy ingredients and dairy alternatives; Analyses of global.......Original Source: asianage","[['DUBLIN', 'Aug.', '/PRNewswire/', 'The', '""Dairy', 'Ingredients', 'and', 'Dairy', 'Alternatives', 'Market', 'Outlook""', 'report', 'has', 'been', 'added', ""ResearchAndMarkets.com's"", 'offering.'], ['data', 'tables', 'and', 'additional', 'tables;', 'overview', 'the', 'global', 'market', 'for', 'dairy', 'ingredients', 'and', 'dairy', 'alternatives;', 'Analyses', 'global.......Original', 'Source:', 'asianage']]",1,0
56,top terms nas ends abusive wellness center discovered by nas anti sanitation and healthOriginal Source: nation,"[['top', 'terms', 'nas', 'ends', 'abusive', 'wellness', 'center', 'discovered', 'nas', 'anti', 'sanitation', 'and', 'healthOriginal', 'Source:', 'nation']]",1,0
57,A Wall Street Journal report Friday afternoon citing sources on both sides indicated No. Sprint Corp. and No. Nextel Communications Inc.,"[['Wall', 'Street', 'Journal', 'report', 'Friday', 'afternoon', 'citing', 'sources', 'both', 'sides', 'indicated', 'No.'], ['Sprint', 'Corp.', 'and', 'No.'], ['Nextel', 'Communications', 'Inc.']]",0,1
58,Health experts and dietitians in the North East have called for urgent steps to check the rampant application of enhancers by food sellers in the country. The call is coming just as the National Agency for Food and Drugs Administration and Control NAFDAC in states within the subregion said they.......Original Source: dailytimes NG,"[['Health', 'experts', 'and', 'dietitians', 'the', 'North', 'East', 'have', 'called', 'for', 'urgent', 'steps', 'check', 'the', 'rampant', 'application', 'enhancers', 'food', 'sellers', 'the', 'country.'], ['The', 'call', 'coming', 'just', 'the', 'National', 'Agency', 'for', 'Food', 'and', 'Drugs', 'Administration', 'and', 'Control', 'NAFDAC', 'states', 'within', 'the', 'subregion', 'said', 'they.......Original', 'Source:', 'dailytimes']]",1,0
59,Top terms biochem phd fought institute of science kamala consumer guidance society phd fought adulterationOriginal Source: urdupoint,"[['Top', 'terms', 'biochem', 'phd', 'fought', 'institute', 'science', 'kamala', 'consumer', 'guidance', 'society', 'phd', 'fought', 'adulterationOriginal', 'Source:', 'urdupoint']]",1,0
60,The High Court has banned use of antibiotics for cattle without the prescription of veterinary physicians as both milk and meat of adulterated animals cause harm to human health. The court has also banned sales of cattle fodders contaminated with antibiotics and other harmful agents....Original Source: daily sun,"[['The', 'High', 'Court', 'has', 'banned', 'use', 'antibiotics', 'for', 'cattle', 'without', 'the', 'prescription', 'veterinary', 'physicians', 'both', 'milk', 'and', 'meat', 'adulterated', 'animals', 'cause', 'harm', 'human', 'health.'], ['The', 'court', 'has', 'also', 'banned', 'sales', 'cattle', 'fodders', 'contaminated', 'with', 'antibiotics', 'and', 'other', 'harmful', 'agents....Original', 'Source:', 'daily', 'sun']]",1,0
61,LAHORE:The Punjab Food Authority PFA on Thursday sealed three food points and discarded thousands of kilograms of unwholesome food while carrying out an operation against adulterated milk and other food items in different districts of the province. Food safety teams inspected dozens of eateries.......Original Source: thenews pk,"[['LAHORE:The', 'Punjab', 'Food', 'Authority', 'PFA', 'Thursday', 'sealed', 'three', 'food', 'points', 'and', 'discarded', 'thousands', 'kilograms', 'unwholesome', 'food', 'while', 'carrying', 'out', 'operation', 'against', 'adulterated', 'milk', 'and', 'other', 'food', 'items', 'different', 'districts', 'the', 'province.'], ['Food', 'safety', 'teams', 'inspected', 'dozens', 'eateries.......Original', 'Source:', 'thenews']]",1,0
62,The proposed expansion of operation by the Bangladesh Standard and Testing Institution BSTI at the upazila level should be considered a welcome development. Currently its range and scope are stretched down to the level of six administrative divisions out of eight....Original Source: thefinancialexpress,"[['The', 'proposed', 'expansion', 'operation', 'the', 'Bangladesh', 'Standard', 'and', 'Testing', 'Institution', 'BSTI', 'the', 'upazila', 'level', 'should', 'considered', 'welcome', 'development.'], ['Currently', 'its', 'range', 'and', 'scope', 'are', 'stretched', 'down', 'the', 'level', 'six', 'administrative', 'divisions', 'out', 'eight....Original', 'Source:', 'thefinancialexpress']]",1,0
63,The Issue: Space telescope was condemned to a lingering death. Our View: New report gives support to a manned rescue mission. The Hubble telescope may well be the most successful observatory ever built producing,"[['The', 'Issue:', 'Space', 'telescope', 'was', 'condemned', 'lingering', 'death.'], ['Our', 'View:', 'New', 'report', 'gives', 'support', 'manned', 'rescue', 'mission.'], ['The', 'Hubble', 'telescope', 'may', 'well', 'the', 'most', 'successful', 'observatory', 'ever', 'built', 'producing']]",0,1
64,the technology blockchain to track the cherry tomatoes from the field to the supermarket and thus to resist counterfeiting and adulteration ensuring environmental and social sustainability. is the content of the agreement that the sme's innovative ez lab through its local partner technrgy.......Original Source: timesofindia,"[['the', 'technology', 'blockchain', 'track', 'the', 'cherry', 'tomatoes', 'from', 'the', 'field', 'the', 'supermarket', 'and', 'thus', 'resist', 'counterfeiting', 'and', 'adulteration', 'ensuring', 'environmental', 'and', 'social', 'sustainability.'], ['the', 'content', 'the', 'agreement', 'that', 'the', ""sme's"", 'innovative', 'lab', 'through', 'its', 'local', 'partner', 'technrgy.......Original', 'Source:', 'timesofindia']]",1,0
65,Top terms safety agency monitoring food inspection agency canada's food safety u.s monitoring lucky charmsOriginal Source: TorontoStar,"[['Top', 'terms', 'safety', 'agency', 'monitoring', 'food', 'inspection', 'agency', ""canada's"", 'food', 'safety', 'u.s', 'monitoring', 'lucky', 'charmsOriginal', 'Source:', 'TorontoStar']]",1,0
66,The much anticipated and long overdue tea re planting campaign is set to belatedly commence with the supply of million quality nursery plants to smallholders covering an area of Ha at a cost of Rs. million according to a top official of the Ministry of Plantation Industries....Original Source: straitstimesSG,"[['The', 'much', 'anticipated', 'and', 'long', 'overdue', 'tea', 'planting', 'campaign', 'set', 'belatedly', 'commence', 'with', 'the', 'supply', 'million', 'quality', 'nursery', 'plants', 'smallholders', 'covering', 'area', 'cost', 'Rs.'], ['million', 'according', 'top', 'official', 'the', 'Ministry', 'Plantation', 'Industries....Original', 'Source:', 'straitstimesSG']]",1,0
67,Top terms punjab food authority selling substandard food food outlets director general punjab seals foodOriginal Source: urdupoint,"[['Top', 'terms', 'punjab', 'food', 'authority', 'selling', 'substandard', 'food', 'food', 'outlets', 'director', 'general', 'punjab', 'seals', 'foodOriginal', 'Source:', 'urdupoint']]",1,0
68,Top terms oil food safety sub standard quality safety parameters oils samples foundOriginal Source: marseillenews,"[['Top', 'terms', 'oil', 'food', 'safety', 'sub', 'standard', 'quality', 'safety', 'parameters', 'oils', 'samples', 'foundOriginal', 'Source:', 'marseillenews']]",1,0
69,Ludhiana: The food safety team of the health department swung into action and carried out intensive checking drives in different markets of the city on Thursday morning and inspecting several milk producing units. During inspection the food safety team destroyed more than kg of sweet items.......Original Source: timesofindia,"[['Ludhiana:', 'The', 'food', 'safety', 'team', 'the', 'health', 'department', 'swung', 'into', 'action', 'and', 'carried', 'out', 'intensive', 'checking', 'drives', 'different', 'markets', 'the', 'city', 'Thursday', 'morning', 'and', 'inspecting', 'several', 'milk', 'producing', 'units.'], ['During', 'inspection', 'the', 'food', 'safety', 'team', 'destroyed', 'more', 'than', 'sweet', 'items.......Original', 'Source:', 'timesofindia']]",1,0
70,The Isotope Hunters at Eurofins Nantes investigate also with isotopes on food authenticity to ensure consumer trust and fairer market competition. No matter the samples wine juice honey they are looking to identify adulteration and fraud in food and beverage....Original Source: selectscience,"[['The', 'Isotope', 'Hunters', 'Eurofins', 'Nantes', 'investigate', 'also', 'with', 'isotopes', 'food', 'authenticity', 'ensure', 'consumer', 'trust', 'and', 'fairer', 'market', 'competition.'], ['matter', 'the', 'samples', 'wine', 'juice', 'honey', 'they', 'are', 'looking', 'identify', 'adulteration', 'and', 'fraud', 'food', 'and', 'beverage....Original', 'Source:', 'selectscience']]",1,0
71,The Mumbai Police Crime Branch on Thursday arrested two men for allegedly adulterating milk sold by big dairy product brands and selling it to unsuspecting customers. Unit VII of the Crime Branch made the arrests based on a tip off about the duo’s activities....Original Source: gov uk,"[['The', 'Mumbai', 'Police', 'Crime', 'Branch', 'Thursday', 'arrested', 'two', 'men', 'for', 'allegedly', 'adulterating', 'milk', 'sold', 'big', 'dairy', 'product', 'brands', 'and', 'selling', 'unsuspecting', 'customers.'], ['Unit', 'VII', 'the', 'Crime', 'Branch', 'made', 'the', 'arrests', 'based', 'tip', 'off', 'about', 'the', 'duo’s', 'activities....Original', 'Source:', 'gov']]",1,0
72,Top terms lobster sample excessive cadmium found legal limit environmental hygiene department centre for foodOriginal Source: foodsafetynews,"[['Top', 'terms', 'lobster', 'sample', 'excessive', 'cadmium', 'found', 'legal', 'limit', 'environmental', 'hygiene', 'department', 'centre', 'for', 'foodOriginal', 'Source:', 'foodsafetynews']]",1,0
73,Thanks to the increased demand for shark products it has become one of Asia’s most valued dried seafood products with over different shark species being traded in the Hong Kong Special Administrative Region of China HK fin market one of the world’s importers of shark fins....Original Source: leadership,"[['Thanks', 'the', 'increased', 'demand', 'for', 'shark', 'products', 'has', 'become', 'one', 'Asia’s', 'most', 'valued', 'dried', 'seafood', 'products', 'with', 'over', 'different', 'shark', 'species', 'being', 'traded', 'the', 'Hong', 'Kong', 'Special', 'Administrative', 'Region', 'China', 'fin', 'market', 'one', 'the', 'world’s', 'importers', 'shark', 'fins....Original', 'Source:', 'leadership']]",1,0
